0129;2;030;030;BC   Raderthal                ;Markusstr. vor Haus Nr 92-112 ;in Fahrtrichtung Höninger Platz    ;   ;
0130;0;050;050;BD   Ensen                    ;Kölner Str. vor Haus Nr. 59   ;in Fahrtrichtung Porz-Zentrum      ;   ;
0131;0;050;050;BE   Ensen                    ;Kölner Str. Einf. Krankenhaus ;in Fahrtrichtung Porz-Westhoven    ;   ;
0132;0;030;030;BF   Heimersdorf              ;Nettesheimerstr.Hs.Nr.176-76a ;in Fahrtrichtung Stallagsweg       ;   ;
0133;2;030;030;BG   Bilderstöckchen          ;Longericher Straße 119-153    ;in Fahrtrichtung TÜV               ;   ;
0134;2;030;030;BH   Bilderstöckchen          ;Longericher Straße 153-115    ;in Fahrtrichtung Parkgürtel        ;   ;
0135;0;050;050;BI   Bickendorf               ;Mathias-Brüggen-Str./Mühlenweg;in Fahrtrichtung Hugo-Eckener-Str. ;   ;
0136;0;050;050;BJ   Ossendorf                ;Mathias-Brüggen-Str. Lat.61-45;in Fahrtrichtung Venloer Str.      ;   ;
0137;2;030;030;BK   Heimersdorf              ;Nettesheimerstr.Hs.Nr.76a-173 ;in Fahrtrichtung Chorweiler Zubr.  ;   ;
0138;0;050;050;BL   Deutz                    ;Im Hasenthal, Haus Nr. 18     ;in Fahrtrichtung Deutzer Ring      ;   ;
0139;2;030;030;BM   Widdersdorf              ;Hauptstr. vor Haus-Nr. 51-55  ;in Fahrtrichtung Lövenich          ;   ;
0140;2;030;030;BN   Widdersdorf              ;Hauptstraße, vor Haus Nr. 43  ;in Fahrtrichtung Venloer Straße    ;   ;
0141;2;030;030;BO   Widdersdorf              ;Leonhardsgasse, Haus-Nr. 24-28;in Fahrtrichtung Ortsausgang       ;   ;
0142;2;030;030;BP   Widdersdorf              ;Leonhardsgasse, Haus Nr. 18   ;in Fahrtrichtung Hauptstraße       ;   ;
0143;2;030;030;BQ   Zollstock                ;Kalscheurer Weg, Haus 25-31   ;in Fahrtrichtung Höninger Weg      ;   ;
0144;2;030;030;BR   Zollstock                ;Kalscheurer Weg vor Kita      ;in Fahrtrichtung Zollstockgürtel   ;   ;
0145;2;030;030;BS   Rath/Heumar              ;Röttgensweg, Haus Nr. 59-55   ;in Fahrtrichtung Rösrather Straße  ;   ;
0146;2;030;030;BT   Rath/Heumar              ;Röttgensweg vor Haus-Nr. 40-44;in Fahrtrichtung Forststraße       ;   ;
0147;2;030;030;BU   Dünnwald                 ;Prämonstratenserstr. Haus 78  ;in FR. Dünnwalder Kommunalweg      ;   ;
0148;2;030;030;BV   Niehl                    ;Nesselrodestr. vor Haus Nr. 9 ;in Fahrtrichtung Niehler Straße    ;   ;
0149;2;030;030;BW   Niehl                    ;Nesselrodestr. Haus Nr. 18-20 ;in Fahrtrichtung Amsterdamer Straße;   ;
0150;2;030;030;BX   Dellbrück                ;Berg. Gladbacher Str.837-791  ;in Fahrtrichtung stadteinwärts     ;   ;
0151;2;030;030;BY   Dellbrück                ;Berg. Gladbacher Str.858-900  ;in Fahrtrichtung stadtauswärts     ;   ;
0153;2;030;030;CA   Rath/Heumar              ;Forststr. vor Haus-Nr. 25a    ;in Fahrtrichtung Eiler Straße      ;   ;
0154;2;030;030;CB   Rath/Heumar              ;Forststr. vor Haus-Nr. 26a    ;in Fahrtrichtung Heumarer Mauspfad ;   ;
0155;3;050;050;CC   Junkersdorf              ;Dürener Str. Haus-Nr. 422-420 ;in Fahrtrichtung stadteinwärts     ;   ;
0156;0;050;050;CD   Buchheim                 ;Frankfurter Str. Laterne 81-89;in Fahrtrichtung Mülheim           ;   ;
0157;2;050;050;CE   Gremberghoven            ;Rather Str., Laterne Nr. 5    ;in Fahrtrichtung Frankfurter Straße;   ;
0158;2;030;030;CF   Höhenhaus                ;Imbacher Weg Hs.Nr.10-22      ;in Fahrtrichtung Zeisbuschweg      ;   ;
0161;2;030;030;CI   Höhenhaus                ;Imbacher Weg Hs.Nr.22-10      ;in Fahrtrichtung Lippeweg          ;   ;
0162;2;030;030;CJ   Finkenberg               ;Stresemannstr., Laterne 19-21 ;in Fahrtrichtung Theodor-Heuss-Str.;   ;
0163;0;050;050;CK   Zündorf                  ;Hauptstr. vor Haus Nr. 107-111;in Fahrtrichtung Langel            ;   ;
0164;0;050;050;CL   Urbach                   ;Mühlenweg vor Haus-Nr. 44-48  ;in Fahrtrichtung Friedensstraße    ;   ;
0165;2;030;030;CM   Grengel                  ;Friedensst. vor Haus Nr. 36   ;in Fahrtrichtung Akazienweg        ;   ;
0166;2;030;030;CN   Pesch                    ;Mengenicher Str., Haus Nr. 22 ;in Fahrtrichtung Pescher Weg       ;   ;
0167;2;030;030;CO   Pesch                    ;Mengenicher Str., Haus Nr. 39 ;in Fahrtrichtung Longericher Straße;   ;
0168;2;030;030;CP   Pesch                    ;Schulstr., vor Haus Nr. 77    ;in Fahrtrichtung Mengenicher Straße;   ;
0169;2;030;030;CQ   Merheim                  ;Kieskaulerweg vor Haus Nr. 55 ;in Fahrtrichtung Fußfallstraße     ;   ;
0170;2;030;030;CR   Merheim                  ;Kieskaulerweg vor Haus Nr. 55 ;in Fahrtrichtung Kratzweg          ;   ;
0171;0;050;050;CS   Holweide                 ;Isenburger Kirchweg, Nr. 36-42;in Fahrtrichtung Ostmerheimer Str. ;   ;
0172;0;050;050;CT   Niehl                    ;Niehler Damm, Haus Nr 149-187 ;in Fahrtrichtung Boltensternstraße ;   ;
0173;0;050;050;CU   Niehl                    ;Niehler Damm, Haus Nr 149-183 ;in Fahrtrichtung Sebastianstraße   ;   ;
0174;2;030;030;CV   Neubrück                 ;Europaring ggü. Haus-Nr. 9    ;in Fahrtrichtung Ernst-Reuter-Str. ;   ;
0175;2;030;030;CW   Neubrück                 ;Europaring, Haus-Nr. 108-88   ;in FR. Ludwig-Quidde-Platz         ;   ;
0176;2;030;030;CX   Vingst                   ;Lustheider Straße, Haus 50-24 ;in Fahrtrichtung Ostheimer Straße  ;   ;
0177;2;030;030;CY   Vingst                   ;Lustheider Straße, Haus 28-54 ;in Fahrtrichtung Vingster Ring     ;   ;
0178;2;030;030;CZ   Vingst                   ;Kuthstraße, Haus Nr. 84-86    ;in FR. Alter Deutzer Postweg       ;   ;
0179;2;030;030;DA   Vingst                   ;Kuthstraße, Haus-Nr. 84-90    ;in FR. Alter Deutzer Postweg       ;   ;
0180;2;030;030;DB   Vingst                   ;Kuthstr. Laterne 31-HausNr 103;in Fahrtrichtung Kampgasse         ;   ;
0181;0;050;050;DC   Langel                   ;Lülsdorfer Str.236 ggü Lat.83 ;in Fahrtrichtung Ortsausgang       ;   ;
0182;0;050;050;DD   Langel                   ;Lülsdorfer Str. 220-234a      ;in Fahrtrichtung Sandbergstraße    ;   ;
0183;2;030;030;DE   Bickendorf               ;Sandweg, ggü. Haus Nr. 27-33  ;in Fahrtrichtung Erlenweg          ;   ;
0184;2;030;030;DF   Bickendorf               ;Erlenweg, hinter Laterne 21   ;in Fahrtrichtung Venloer Straße    ;   ;
0185;2;030;030;DG   Ehrenfeld                ;Piusstr. Hs.Nr. 62-88         ;in Fahrtrichtung Weinsbergsttr.    ;   ;
0186;2;030;030;DH   Müngersdorf              ;Wendelinstr. vor der Schule   ;in Fahrtrichtung Vitalisstraße     ;   ;
0187;0;050;050;DI   Buchforst                ;Kalk-Mülheimer Str., Lat.38-36;in Fahrtrichtung Kalk              ;   ;
0188;0;050;050;DJ   Buchforst                ;Kalk-Mülheimer Str. 332-334   ;in Fahrtrichtung Rendsburger Platz ;   ;
0189;2;050;050;DK   Lind                     ;Linder Mauspfad, Haus 79-97   ;in Fahrtrichtung Spich             ;   ;
0190;0;050;050;DL   Lind                     ;Linder Mauspfad, Haus 71-87   ;in Fahrtrichtung Wahnheide         ;   ;
0191;2;030;030;DM   Rondorf                  ;Adlerstr., ggü. Haus-Nr. 34-38;in Fahrtrichtung Reiherstraße      ;   ;
0192;2;030;030;DN   Lindweiler               ;Marienberger Weg, Laterne 26e ;in Fahrtrichtung Unnauer Weg       ;   ;
0193;2;030;030;DO   Roggendorf/Thenhoven     ;Sinnersdorfer Str. 182        ;in Fahrtrichtung Baptiststraße     ;   ;
0194;2;030;030;DP   Worringen                ;An den Kaulen, Haus Nr. 50-60 ;in Fahrtrichtung Dornstraße        ;   ;
0195;2;030;030;DQ   Worringen                ;An den Kaulen, Haus Nr.61-45  ;in FR. Hackenbroicher Straße       ;   ;
0196;2;030;030;DR   Bilderstöckchen          ;Geldernstr., Haus Nr. 59-63   ;in Fahrtrichtung Escher Straße     ;   ;
0197;2;030;030;DS   Bilderstöckchen          ;Geldernstr., Haus 53-Lat.44   ;in Fahrtrichtung Parkgürtel        ;   ;
0198;2;030;030;DT   Worringen                ;Dornstr. vor Haus-Nr. 26-28   ;in Fahrtrichtung Dörnchensweg      ;   ;
0199;2;030;030;DU   Worringen                ;Dornstr. ggü. Haus-Nr. 36     ;in Fahrtrichtung Neusser Landstraße;   ;
0200;2;030;030;DV   Roggendorf/Thenhoven     ;Berrischstr. HausNr 114-132   ;in Fahrtrichtung Baptiststraße     ;   ;
0201;2;030;030;DW   Roggendorf/Thenhoven     ;Berrischstr. HausNr 114-118   ;in Fahrtrichtung Walter-Dodde-Weg  ;   ;
0202;2;030;030;DX   Bocklemünd/Mengenich     ;Ollenhauerring, Laterne 55-57 ;in Fahrtrichtung Gottschalkstraße  ;   ;
0203;2;030;030;DY   Bocklemünd/Mengenich     ;Ollenhauerring, Laterne 55-57 ;in Fahrtrichtung Militärringstraße ;   ;
0204;2;030;030;DZ   Volkhoven/Weiler         ;Volkhovener Weg, Haus Nr. 217 ;in Fahrtrichtung Merianstraße      ;   ;
0205;2;030;030;EA   Ehrenfeld                ;Piusstr. Hs. Nr. 88-62        ;in Fahrtrichtung Barthelstr.       ;   ;
0206;2;030;030;EB   Holweide                 ;Neufelder Str., vor Haus Nr. 7;in Fahrtrichtung Schwabstraße      ;   ;
0207;2;030;030;EC   Holweide                 ;Andersenstraße, Haus Nr. 5-9  ;in Fahrtrichtung Kreisverkehr      ;   ;
0208;2;030;030;ED   Neuehrenfeld             ;Baadenberger Str.Höhe Schule  ;in Fahrtrichtung Hadersleber Str.  ;   ;
0209;2;030;030;EE   Neuehrenfeld             ;Baadenberger Str.Höhe Schule  ;in Fahrtrichtung Ossendorfer Str.  ;   ;
0210;2;030;030;EF   Poll                     ;Auf dem Sandberg 25-29        ;in Fahrtrichtung Siegburger Straße ;   ;
0211;2;030;030;EG   Esch/Auweiler            ;Auweiler Straße, Laterne 45   ;in Fahrtrichtung Esch              ;   ;
0212;2;030;030;EH   Esch/Auweiler            ;Auweiler Straße vor Laterne 51;in Fahrtrichtung Auweiler          ;   ;
0213;2;030;030;EI   Dellbrück                ;Grafenmühlenweg, Haus 18-22   ;in Fahrtrichtung Auf der Jüchen    ;   ;
0214;2;030;030;EJ   Dellbrück                ;Grafenmühlenweg, Haus 29-19   ;in FR. Bergisch Gladbacher Straße  ;   ;
0215;0;050;050;EK   Poll                     ;Rolshover Kirchweg 68-68c     ;in Fahrtrichtung Am Grauen Stein   ;   ;
0216;0;050;050;EL   Poll                     ;Rolshover Kirchweg, Lat.10-12 ;in Fahrtrichtung Dr.-Simons-Straße ;   ;
0217;3;050;050;EM   Junkersdorf              ;Dürener Str. Am Helenentor 1  ;in Fahrtrichtung Marsdorf          ;   ;
0218;0;050;050;EN   Langel                   ;Sandbergstraße 109-9          ;in Fahrtrichtung Lülsdorfer Straße ;   ;
0219;0;050;050;EO   Humboldt-Gremberg        ;Rolshover Straße 129-133      ;in Fahrtrichtung Odenwaldstraße    ;   ;
0220;2;030;030;EP   Niehl                    ;Niehler Kirchweg, Lat. 38-36  ;in Fahrtrichtung Neusser Straße    ;   ;
0221;2;030;030;EQ   Bickendorf               ;Rochusstraße, Haus Nr. 80-106 ;in Fahrtrichtung Frohnhofstraße    ;   ;
0222;2;030;030;ER   Hoehenhaus               ;Honschaftsstraße 312          ;in Fahrtrichtung Am Pfropfbusch    ;   ;
0223;2;030;030;ES   Hoehenhaus               ;Honschaftsstraße 312          ;in Fahrtrichtung Im Weidenbruch    ;   ;
0224;0;050;050;ET   Niehl                    ;Friedrich-Karl-Straße 214-238 ;in Fahrtrichtung Amsterdamer Straße;   ;
0225;0;050;050;EU   Niehl                    ;Friedrich-Karl-Straße 251-241 ;in Fahrtrichtung Niehler Straße    ;   ;
0226;0;050;050;EV   Neustadt/Süd             ;Vorgebirgstraße, Laterne 21-29;in Fahrtrichtung Am Vorgebirgstor  ;   ;
0227;2;030;030;EW   Höhenhaus                ;Thuleweg ggüb.Hs.Nr.42        ;in Fahrtrichtung Sigwinstr.        ;   ;
0228;0;050;050;EX   Marienburg               ;Bonner Str.ggü.Nr.459a-475    ;in Fahrtrichtung Verteilerkreis    ;   ;
0229;6;010;010;EY   Merkenich                ;Merkenicher Ringstr. 137-149  ;in FR. Merkenicher Hauptstraße     ;   ;
0230;2;030;030;EZ   Sülz                     ;Berrenrather Straße Höhe 488  ;in Fahrtrichtung stadteinwärts     ;   ;
0231;2;030;030;FA   Sülz                     ;Berrenrather Straße Höhe 488  ;in Fahrtrichtung stadtauswärts     ;   ;
0232;2;030;030;FB   Höhenhaus                ;Am Springborn, BAB-brücke     ;in Fahrtrichtung Honschaftsstraße  ;   ;
0233;2;030;030;FC   Hoehenhaus               ;Malvenweg vor HausNr 31-37    ;in Fahrtrichtung Melissenweg       ;   ;
0234;2;030;030;FD   Hoehenhaus               ;Malvenweg vor HausNr 31-37    ;in Fahrtrichtung Honschaftsstraße  ;   ;
0235;2;030;030;FE   Hoehenhaus               ;Thymianweg 1 bis Laterne 5    ;in Fahrtrichtung Im Weidenbruch    ;   ;
0236;2;030;030;FF   Hoehenhaus               ;Thymianweg 1 bis Laterne 5    ;in Fahrtrichtung Am Springborn     ;   ;
0237;2;030;030;FG   Volkhoven/Weiler         ;Weilerweg vor Haus Nr. 68-70  ;in Fahrtrichtung Wezelostraße      ;   ;
0238;2;030;030;FH   Volkhoven/Weiler         ;Weilerweg ggü. Haus Nr. 58-60 ;in Fahrtrichtung Fühlinger Weg     ;   ;
0239;2;030;030;FI   Bickendorf               ;Ossendorfer Weg, Laterne 15   ;in FR. Mathias-Brüggen-Straße      ;   ;
0240;2;030;030;FJ   Holweide                 ;Neufelder Str. ggü. Haus 38   ;in Fahrtrichtung Dabringhauser Str.;   ;
0241;2;030;030;FK   Holweide                 ;Neufelder Straße 26-28        ;in Fahrtrichtung Krankenhaus       ;   ;
0242;0;050;050;FL   Riehl                    ;Boltensternstraße ggü. Haus 16;in Fahrtrichtung An der Schanz     ;   ;
0243;2;030;030;FM   Holweide                 ;Schwabstraße vor Haus Nr. 16  ;in Fahrtrichtung Kreisverkehr      ;   ;
0244;2;030;030;FN   Esch/Auweiler            ;Chobuschstr.Hs.Nr.46-44       ;in Fahrtrichtung Am Baggerfeld     ;   ;
0245;2;030;030;FO   Esch/Auweiler            ;Chorbuschstr.Hs.Nr.44-46      ;in Fahrtrichtung Klosterstraße     ;   ;
0246;2;030;030;FP   Lindenthal               ;Clarenbachstraße 5-15         ;in Fahrtrichtung Brucknerstraße    ;   ;
0247;0;030;030;FQ   Bilderstöckchen          ;Schiefersburger Weg 39-45     ;in Fahrtrichtung Escher Straße     ;   ;
0248;2;030;030;FR   Bilderstöckchen          ;Reutlinger Str., Laterne 21-19;in Fahrtrichtung Escher Straße     ;   ;
0249;2;030;030;FS   Zündorf                  ;Rosenhügel vor Haus Nr. 32-38 ;in Fahrtrichtung Irisweg           ;   ;
0250;2;030;030;FT   Zündorf                  ;Rosenhügel ggü. Haus Nr. 30-38;in Fahrtrichtung Hauptstraße       ;   ;
0251;2;050;050;FU   Riehl                    ;Boltensternstr. Haus Nr. 16   ;in Fahrtrichtung Barbarastraße     ;   ;
0252;2;030;030;FV   Rath/Heumar              ;Lützerathstraße 134 - 128     ;in Fahrtrichtung Rösrather Straße  ;   ;
0253;2;030;030;FW   Longerich                ;Longericher Hauptstr. Lat.40  ;in Fahrtrichtung Grethenstraße     ;   ;
0254;2;030;030;FX   Merkenich                ;Merkenicher Hauptstraße 73    ;in Fahrtrichtung Ivenshofweg       ;   ;
0255;2;030;030;FY   Dünnwald                 ;Dünnwalder Mauspfad 433       ;in Fahrtrichtung Berliner Straße   ;   ;
0256;2;030;030;FZ   Dünnwald                 ;Dünnwalder Mauspfad 388       ;in Fahrtrichtung Berliner Straße   ;   ;
0257;2;030;030;GA   Longerich                ;Paul-Humburg-Straße 24-8      ;in FR. Johannes-Rings-Straße       ;   ;
0258;2;030;030;GB   Longerich                ;Paul-Humburg-Straß4 8-24      ;in Fahrtrichtung Lohmüllerstraße   ;   ;
0259;2;030;030;GC   Longerich                ;Longericher Str. geg Nr.387   ;in Fahrtrichtung Lohmüllerstr.     ;   ;
0260;2;030;030;GD   Longerich                ;Longericher Str.geg Nr.387    ;in Fahrtrichtung Hansenstr.        ;   ;
0261;2;030;030;GE   Roggendorf/Thenhoven     ;Sinnersdorfer Straße 175      ;in Fahrtrichtung Baptiststraße     ;   ;
0262;2;030;030;GF   Lövenich                 ;Kölner Str. vor Schule        ;in Fahrtrichtung Brauweilerstraße  ;   ;
0263;2;030;030;GG   Lövenich                 ;Kölner Str. vor Schule        ;in Fahrtrichtung Industriegebiet   ;   ;
0264;2;030;030;GH   Poll                     ;Salmstr. in Höhe Laterne 16-20;in Fahrtrichtung Poller Hauptstraße;   ;
0265;2;030;030;GI   Meschenich               ;Brühler Landstraße 452-468    ;in Fahrtrichtung stadtauswärts     ;   ;
0266;2;030;030;GJ   Meschenich               ;Brühler Landstraße 509-441    ;in Fahrtrichtung stadteinwärts     ;   ;
0267;2;030;030;GK   Bilderstöckchen          ;Escher Straße vor Laterne 36  ;in Fahrtrichtung Geldernstraße     ;   ;
0268;2;030;030;GL   Raderthal                ;Brühler Str.Hs.Nr.279         ;in Fahrtrichtung Markusstr.        ;   ;
0269;2;030;030;GM   Raderthal                ;Brühler Str.HS.Nr.279         ;in Fahrtrichtung Militärringstr.   ;   ;
0270;2;030;030;GN   Ossendorf                ;Frohnhofstr. Haus Nr. 72-28   ;in Fahrtrichtung Margaretastraße   ;   ;
0271;2;030;030;GO   Ossendorf                ;Frohnhofstr. Haus Nr. 28-58   ;in Fahrtrichtung Rochusstraße      ;   ;
0272;2;030;030;GP   Widdersdorf              ;Hauptstraße ggü. Laterne 9    ;in Fahrtrichtung Ortsmitte         ;   ;
0273;2;030;030;GQ   Widdersdorf              ;Hauptstraße vor Haus-Nr. 3    ;in Fahrtrichtung Brauweiler        ;   ;
0274;0;050;050;GR   Mülheim                  ;Deutz-Mülheimer Str. 138-148  ;in Fahrtrichtung Mülheimer Brücke  ;   ;
0275;0;050;050;GS   Mülheim                  ;Deutz-Mülheimer Str. 148-138  ;in Fahrtrichtung Deutz             ;   ;
0276;2;030;030;GT   Mülheim                  ;Holweider Straße, Kindergarten;in Fahrtrichtung Zehntstraße       ;   ;
0277;2;030;030;GU   Mülheim                  ;Holweider Straße, Kindergarten;in Fahrtrichtung Keupstraße        ;   ;
0278;2;030;030;GV   Mülheim                  ;Holweider Straße, ggü. Schule ;in FR. Bergisch Gladbacher Straße  ;   ;
0279;2;030;030;GW   Mülheim                  ;Holweider Straße, ggü. Schule ;in Fahrtrichtung Keupstraße        ;   ;
0280;0;030;030;GX   Mülheim                  ;Danzierstraße, Höhe der Schule;in Fahrtrichtung Bergischer Ring   ;   ;
0281;0;030;030;GY   Mülheim                  ;Danzierstraße, Höhe der Schule;in FR. Deutz-Mülheimer-Straße      ;   ;
0282;2;030;030;GZ   Kalk                     ;Kalk-Mülheimer Str. Höhe Kita ;in Fahrtrichtung Heidelberger Str. ;   ;
0283;2;030;030;HA   Kalk                     ;Kalk-Mülheimer Str. Höhe Kita ;in Fahrtrichtung Wipperfürther Str.;   ;
0284;2;030;030;HB   Humboldt-Gremberg        ;Odenwaldstr. ggü. Haus Nr. 98 ;in Fahrtrichtung Poll-Vingster-Str.;   ;
0285;2;030;030;HC   Humboldt-Gremberg        ;Odenwaldstr. ggü. Haus Nr. 98 ;in Fahrtrichtung Lüderichstraße    ;   ;
0286;2;030;030;HD   Kalk                     ;Falckensteinstr., Höhe Schule ;in Fahrtrichtung Vereinsstraße     ;   ;
0287;2;030;030;HE   Kalk                     ;Falckensteinstraße, Spielplatz;in Fahrtrichtung Vereinsstraße     ;   ;
0288;2;030;030;HF   Mauenheim                ;Bergstrasse 26 bis Schule     ;in Fahrtrichtung Neue Kempener Str.;   ;
0289;2;030;030;HG   Mauenheim                ;Bergstrasse 26 bis Schule     ;in Fahrtrichtung Merheimer Straße  ;   ;
0290;2;030;030;HH   Gremberghoven            ;Hohenstaufenstr., Laterne 8-4 ;in Fahrtrichtung Frankenplatz      ;   ;
0291;2;030;030;HI   Gremberghoven            ;Hohenstaufenstr., Laterne 6-10;in Fahrtrichtung Steinstraße       ;   ;
0292;0;050;050;HJ   Niehl                    ;Boltensternstraße 343-345     ;in Fahrtrichtung Industriestraße   ;   ;
0293;0;050;050;HK   Niehl                    ;Boltensternstraße 345         ;in Fahrtrichtung Mülheimer Brücke  ;   ;
0294;0;050;050;HL   Riehl                    ;Amsterdamer Straße 103-107    ;in Fahrtrichtung Zoobrücke         ;   ;
0295;2;030;030;HM   Godorf                   ;Buchfinkenstraße 13           ;in FR. Am Godorfer Kirchweg        ;   ;
0296;2;030;030;HN   Godorf                   ;Buchfinkenstraße 11           ;in Fahrtrichtung Immendorfer Straße;   ;
0297;2;030;030;HO   Godorf                   ;Immendorfer Straße, Friedhof  ;in Fahrtrichtung Buchfinkenstraße  ;   ;
0298;2;030;030;HP   Godorf                   ;Immendorfer Straße, Friedhof  ;in Fahrtrichtung Autobahnbrücke    ;   ;
0299;2;030;030;HQ   Eil                      ;Pfaffenpfädchen 19-27         ;in Fahrtrichtung Frankfurter Straße;   ;
0300;2;030;030;HR   Eil                      ;Pfaffenpfädchen 13-19         ;in Fahrtrichtung Bergerstraße      ;   ;
0301;2;030;030;HS   Eil                      ;Mozartstraße 16-16B           ;in Fahrtrichtung Schubertstraße    ;   ;
0302;2;030;030;HT   Eil                      ;Mozartstraße 16-16B           ;in Fahrtrichtung Frankfurter Straße;   ;
0303;2;030;030;HU   Zündorf                  ;Hauptstr. vor Haus-Nr. 41     ;in Fahrtrichtung Langel            ;   ;
0304;2;030;030;HV   Zündorf                  ;Schmittgasse 144-120          ;in Fahrtrichtung Houdainer Straße  ;   ;
0305;2;030;030;HW   Zündorf                  ;Schmittgasse, 69-65           ;in Fahrtrichtung Wahner Straße     ;   ;
0306;2;030;030;HX   Zündorf                  ;Schmittgasse 50-46            ;in Fahrtrichtung Westfeldgasse     ;   ;
0307;2;030;030;HY   Dünnwald                 ;Auguste-Kowalski-Straße 88-98 ;in Fahrtrichtung Am Weißen Mönch   ;   ;
0308;2;030;030;HZ   Dünnwald                 ;Auguste-Kowalski-Str.,Lat.6-16;in Fahrtrichtung Leimbachweg       ;   ;
0309;2;030;030;IA   Weiden                   ;Bistritzer Straße 94-114      ;in Fahrtrichtung Kronstädter Straße;   ;
0310;2;030;030;IB   Weiden                   ;Bistritzer Str. Nr.114-94     ;in Fahrtrichtung Breslauer Straße  ;   ;
0311;2;030;030;IC   Lindenthal               ;Decksteiner Str. Haus Nr. 54  ;in Fahrtrichtung Bachemer Straße   ;   ;
0312;2;030;030;ID   Altstadt-Süd             ;Löwengasse, Haus Nr. 11       ;in Fahrtrichtung Weberstraße       ;   ;
0313;2;030;030;IE   Altstadt-Süd             ;Weberstr., Laterne 7          ;in Fahrtrichtung Follerstraße      ;   ;
0314;2;030;030;IF   Lövenich                 ;Saarstr., Lat.26 - Haus Nr.5  ;in Fahrtrichtung Am Heidstamm      ;   ;
0315;2;030;030;IG   Lövenich                 ;Saarstr. Haus Nr 38-42        ;in Fahrtrichtung Siegstraße        ;   ;
0316;2;030;030;IH   Dellbrück                ;Gierather Str., Höhe Haus 32a ;in Fahrtrichtung Refrather Straße  ;   ;
0317;2;030;030;II   Dellbrück                ;Gierather Str., Haus Nr.29-33 ;in Fahrtrichtung Strundener Straße ;   ;
