# Deutschland, stündliche Zeitreihen 2024 (Netzlast, PV, Wind on/offshore, Wasserkraft, Biomasse)
# Quelle: github-mirror (Notlösung)
# Endpunkt/Hinweis: NOTLÖSUNG (nicht Teil der offiziellen Quellen-Priorität): öffentlicher GitHub-Mirror https://github.com/hakimdalim/smard-data-extractor (Datei juli24-25_energie_zusammengefasst_mit_aufloesung.csv, Commit 189bcdf697fe12e05127ea15eb6ac7bc67a134b2), enthält reale SMARD-Exportdaten, aber nur Jul-Dez 2024 und nur Wind Onshore/Photovoltaik/Netzlast. Grund: api.energy-charts.info, smard.de und open-power-system-data.org sind aus dieser Sandbox heraus per Egress-Policy blockiert (403 auf CONNECT), siehe research/daten_stundenprofile.md.
# Abrufdatum (UTC): 2026-08-15T11:20:52Z
# Vollständig (alle Pflichtreihen, 8784 Stunden): False
# Einheit: MW (Stundenmittel je Spalte == MWh im jeweiligen Stundenintervall)
# Zeitzone Index: naive lokale Zeit Europe/Berlin (kein UTC, siehe Kommentar in fetch_github_mirror())
# Fehlgeschlagene/übersprungene Quellen:
#   - energy-charts.info: HTTPSConnectionPool(host='api.energy-charts.info', port=443): Max retries exceeded with url: /public_power?country=de&start=2024-01-01&end=2024-01-31 (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))
#   - smard.de index (load_mw): HTTPSConnectionPool(host='www.smard.de', port=443): Max retries exceeded with url: /app/chart_data/410/DE/index_hour.json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))
#   - open-power-system-data.org: HTTPSConnectionPool(host='data.open-power-system-data.org', port=443): Max retries exceeded with url: /time_series/latest/time_series_60min_singleindex.csv (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))
# Fehlende Stundenwerte je Spalte: {'wind_onshore_mw': 0, 'solar_mw': 0, 'load_mw': 0}
# Komplett fehlende Reihen (nicht in dieser Datei): ['wind_offshore_mw', 'hydro_ror_mw', 'biomass_mw']
timestamp_utc,wind_onshore_mw,solar_mw,load_mw
2024-07-02 13:00:00,12930.5,18374.5,62485.75
2024-07-02 14:00:00,14443.5,16948.0,61604.75
2024-07-02 15:00:00,15371.0,14530.0,60314.75
2024-07-02 16:00:00,15575.25,11993.0,58913.5
2024-07-02 17:00:00,15605.25,8889.5,59486.75
2024-07-02 18:00:00,14325.75,5620.0,59614.0
2024-07-02 19:00:00,13243.25,3030.5,58265.0
2024-07-02 20:00:00,12085.5,953.5,55866.0
2024-07-02 21:00:00,11191.75,82.25,53424.0
2024-07-02 22:00:00,9804.75,3.75,51226.5
2024-07-02 23:00:00,9597.5,8.75,47640.75
2024-07-03 00:00:00,8949.0,7.75,45481.0
2024-07-03 01:00:00,8381.5,3.0,44098.75
2024-07-03 02:00:00,8108.5,2.0,43214.75
2024-07-03 03:00:00,7696.0,2.0,43402.5
2024-07-03 04:00:00,7360.75,4.25,44441.75
2024-07-03 05:00:00,7374.5,259.0,46777.5
2024-07-03 06:00:00,6441.75,1987.75,53377.25
2024-07-03 07:00:00,5102.0,5966.5,57581.25
2024-07-03 08:00:00,4715.0,11721.5,60407.75
2024-07-03 09:00:00,4939.75,17428.5,61024.75
2024-07-03 10:00:00,5924.5,21095.25,62005.75
2024-07-03 11:00:00,6985.0,22350.75,62598.5
2024-07-03 12:00:00,8360.25,21976.5,62065.25
2024-07-03 13:00:00,8785.25,21090.5,61115.5
2024-07-03 14:00:00,8621.75,18434.25,59403.0
2024-07-03 15:00:00,7961.25,16397.75,58325.25
2024-07-03 16:00:00,7106.25,14067.5,57746.0
2024-07-03 17:00:00,6523.5,11048.25,58135.75
2024-07-03 18:00:00,5717.5,7796.5,58246.0
2024-07-03 19:00:00,4834.5,4259.0,57669.25
2024-07-03 20:00:00,4225.75,1416.75,55218.75
2024-07-03 21:00:00,4188.0,138.75,53047.75
2024-07-03 22:00:00,5220.25,16.5,49909.75
2024-07-03 23:00:00,7742.5,11.0,46406.0
2024-07-04 00:00:00,9942.25,7.25,44468.25
2024-07-04 01:00:00,12096.75,3.75,43452.25
2024-07-04 02:00:00,13998.5,3.75,42129.5
2024-07-04 03:00:00,15391.5,2.75,42724.25
2024-07-04 04:00:00,16841.25,4.75,43564.0
2024-07-04 05:00:00,18773.25,252.75,46709.25
2024-07-04 06:00:00,21070.75,1808.0,53708.25
2024-07-04 07:00:00,21197.0,4944.0,58863.25
2024-07-04 08:00:00,21378.75,9358.25,62496.25
2024-07-04 09:00:00,21527.5,15018.75,63936.75
2024-07-04 10:00:00,22789.75,20239.0,65565.25
2024-07-04 11:00:00,23578.25,23379.0,65836.25
2024-07-04 12:00:00,24128.25,24883.5,63646.5
2024-07-04 13:00:00,23456.5,26192.5,62032.25
2024-07-04 14:00:00,22166.75,27564.75,59241.25
2024-07-04 15:00:00,21162.75,27416.5,57379.25
2024-07-04 16:00:00,21492.25,24186.0,56560.25
2024-07-04 17:00:00,22439.0,19270.5,57648.75
2024-07-04 18:00:00,21391.25,13372.5,58953.0
2024-07-04 19:00:00,19264.75,6713.5,58204.75
2024-07-04 20:00:00,15931.0,2187.5,55787.25
2024-07-04 21:00:00,14066.5,190.5,53472.75
2024-07-04 22:00:00,13458.75,8.0,51343.25
2024-07-04 23:00:00,14965.75,3.25,48148.75
2024-07-05 00:00:00,15947.25,2.5,45210.5
2024-07-05 01:00:00,17199.5,3.0,43593.5
2024-07-05 02:00:00,16677.25,3.75,42302.0
2024-07-05 03:00:00,16746.75,3.0,42731.75
2024-07-05 04:00:00,16704.25,6.5,43682.5
2024-07-05 05:00:00,17257.0,388.75,46065.5
2024-07-05 06:00:00,16789.5,2885.5,52334.5
2024-07-05 07:00:00,14289.75,8473.5,56871.0
2024-07-05 08:00:00,13040.5,16764.25,60018.0
2024-07-05 09:00:00,15706.25,24960.0,61398.0
2024-07-05 10:00:00,18578.25,30457.5,61709.5
2024-07-05 11:00:00,19540.25,33235.0,61664.75
2024-07-05 12:00:00,20220.5,33603.25,60592.75
2024-07-05 13:00:00,19591.25,32659.5,59086.5
2024-07-05 14:00:00,20699.75,30574.25,56972.75
2024-07-05 15:00:00,21360.25,27746.5,56550.0
2024-07-05 16:00:00,21173.75,23350.25,56408.75
2024-07-05 17:00:00,19250.0,17450.5,56371.0
2024-07-05 18:00:00,16078.5,11308.75,54455.5
2024-07-05 19:00:00,13461.75,5884.5,52148.5
2024-07-05 20:00:00,10446.75,1949.5,49422.0
2024-07-05 21:00:00,8554.0,144.75,48612.75
2024-07-05 22:00:00,8047.25,15.25,47223.0
2024-07-05 23:00:00,9248.75,7.25,44202.0
2024-07-06 00:00:00,10281.0,6.5,41611.0
2024-07-06 01:00:00,11234.0,5.0,39826.25
2024-07-06 02:00:00,12159.5,4.25,38040.0
2024-07-06 03:00:00,13234.75,3.25,37595.75
2024-07-06 04:00:00,14815.75,5.75,37618.5
2024-07-06 05:00:00,16689.25,416.25,37777.5
2024-07-06 06:00:00,17483.75,3240.25,39817.75
2024-07-06 07:00:00,16924.5,9925.25,42331.25
2024-07-06 08:00:00,14562.0,19276.5,45727.0
2024-07-06 09:00:00,12015.5,27818.75,48690.75
2024-07-06 10:00:00,14131.5,32902.75,49916.0
2024-07-06 11:00:00,16043.75,33919.25,50332.5
2024-07-06 12:00:00,17820.0,32384.75,51635.75
2024-07-06 13:00:00,18500.75,29383.0,50761.5
2024-07-06 14:00:00,17196.5,25871.5,49133.75
2024-07-06 15:00:00,20115.25,21755.25,48283.0
2024-07-06 16:00:00,24833.0,16097.75,48904.75
2024-07-06 17:00:00,28718.25,11260.5,49549.25
2024-07-06 18:00:00,31365.75,7543.25,50441.0
2024-07-06 19:00:00,29032.25,4575.5,49088.5
2024-07-06 20:00:00,27643.25,1610.5,47921.5
2024-07-06 21:00:00,27752.25,166.5,45874.25
2024-07-06 22:00:00,25726.75,5.25,44153.75
2024-07-06 23:00:00,23924.0,3.75,41300.0
2024-07-07 00:00:00,21986.5,6.0,38528.25
2024-07-07 01:00:00,20408.75,3.0,37055.75
2024-07-07 02:00:00,19230.25,3.0,36259.75
2024-07-07 03:00:00,18042.25,3.0,34979.5
2024-07-07 04:00:00,16529.75,6.25,35114.25
2024-07-07 05:00:00,15491.0,342.75,35144.0
2024-07-07 06:00:00,14544.0,2639.5,36071.0
2024-07-07 07:00:00,12093.75,8687.5,38098.5
2024-07-07 08:00:00,10455.5,16694.25,40785.75
2024-07-07 09:00:00,9284.5,23956.0,42909.75
2024-07-07 10:00:00,9111.5,28869.75,43929.75
2024-07-07 11:00:00,9501.5,30852.5,45669.75
2024-07-07 12:00:00,10047.75,31654.25,45551.0
2024-07-07 13:00:00,9182.75,32044.0,43428.0
2024-07-07 14:00:00,7867.25,30874.75,41722.0
2024-07-07 15:00:00,6844.0,29434.0,40887.5
2024-07-07 16:00:00,5659.25,26215.0,41395.25
2024-07-07 17:00:00,5663.25,20310.75,43289.25
2024-07-07 18:00:00,5377.25,13019.0,44510.75
2024-07-07 19:00:00,3671.0,6302.75,44949.5
2024-07-07 20:00:00,2603.0,2006.0,44376.5
2024-07-07 21:00:00,2159.0,132.75,43806.25
2024-07-07 22:00:00,1901.25,7.5,43508.0
2024-07-07 23:00:00,2006.75,4.5,41089.25
2024-07-08 00:00:00,2268.5,5.0,38864.75
2024-07-08 01:00:00,2759.25,3.0,37544.0
2024-07-08 02:00:00,3248.5,3.0,37327.0
2024-07-08 03:00:00,4013.75,3.0,37818.25
2024-07-08 04:00:00,4617.0,8.25,38787.25
2024-07-08 05:00:00,5628.5,335.0,42138.0
2024-07-08 06:00:00,6009.5,2748.75,49073.5
2024-07-08 07:00:00,5317.5,8978.75,54535.0
2024-07-08 08:00:00,3532.25,18441.5,57133.0
2024-07-08 09:00:00,3662.75,28552.0,57869.5
2024-07-08 10:00:00,4295.5,36198.75,58045.5
2024-07-08 11:00:00,4944.75,40103.5,57973.0
2024-07-08 12:00:00,5127.25,41762.0,57912.5
2024-07-08 13:00:00,4633.0,41761.0,56830.25
2024-07-08 14:00:00,3561.0,40025.5,55599.75
2024-07-08 15:00:00,2708.75,36266.75,55551.5
2024-07-08 16:00:00,1872.5,30297.75,54958.25
2024-07-08 17:00:00,1148.25,22895.75,55093.0
2024-07-08 18:00:00,711.5,14423.75,55573.0
2024-07-08 19:00:00,631.5,6484.25,55017.25
2024-07-08 20:00:00,966.25,1894.25,53326.75
2024-07-08 21:00:00,1614.25,142.5,51462.75
2024-07-08 22:00:00,2711.25,7.0,49079.75
2024-07-08 23:00:00,4305.5,2.75,45668.75
2024-07-09 00:00:00,5523.5,3.5,42922.25
2024-07-09 01:00:00,6566.0,3.0,40795.5
2024-07-09 02:00:00,7194.25,2.0,39582.75
2024-07-09 03:00:00,7573.75,2.0,39286.5
2024-07-09 04:00:00,7828.25,4.25,40755.0
2024-07-09 05:00:00,8283.5,323.5,43593.5
2024-07-09 06:00:00,7767.75,2787.0,50678.25
2024-07-09 07:00:00,6079.25,9225.75,56008.75
2024-07-09 08:00:00,3825.0,18878.5,58824.0
2024-07-09 09:00:00,2943.5,29007.0,59219.75
2024-07-09 10:00:00,3105.5,37258.25,59860.75
2024-07-09 11:00:00,3726.0,42755.75,60821.75
2024-07-09 12:00:00,4765.5,45683.75,60151.25
2024-07-09 13:00:00,5623.75,45888.0,59534.5
2024-07-09 14:00:00,5662.0,43938.5,57897.25
2024-07-09 15:00:00,5688.5,40178.5,57404.0
2024-07-09 16:00:00,5530.25,34463.25,57021.75
2024-07-09 17:00:00,5900.25,26172.0,57103.25
2024-07-09 18:00:00,6709.25,15889.5,57789.0
2024-07-09 19:00:00,7779.75,6841.25,58393.5
2024-07-09 20:00:00,10146.0,1945.0,57156.5
2024-07-09 21:00:00,14918.25,115.25,55003.75
2024-07-09 22:00:00,17339.5,4.25,54056.75
2024-07-09 23:00:00,18186.0,4.5,50417.75
2024-07-10 00:00:00,17301.5,2.75,47472.25
2024-07-10 01:00:00,16318.0,3.5,45388.0
2024-07-10 02:00:00,14591.75,2.75,44790.75
2024-07-10 03:00:00,11988.75,2.25,45322.0
2024-07-10 04:00:00,9671.25,4.25,46046.75
2024-07-10 05:00:00,9471.5,339.75,47489.5
2024-07-10 06:00:00,8941.5,2411.25,53677.5
2024-07-10 07:00:00,6879.5,6819.5,58513.0
2024-07-10 08:00:00,5231.5,12360.5,61645.0
2024-07-10 09:00:00,4545.25,17551.75,62588.75
2024-07-10 10:00:00,4910.75,21790.75,63256.0
2024-07-10 11:00:00,5361.75,24464.5,63326.75
2024-07-10 12:00:00,5596.5,27173.25,63541.25
2024-07-10 13:00:00,5997.0,29242.75,62288.0
2024-07-10 14:00:00,5671.0,28751.5,60589.0
2024-07-10 15:00:00,5382.5,27189.75,58736.75
2024-07-10 16:00:00,4719.75,23139.75,56519.5
2024-07-10 17:00:00,4133.5,17240.75,57392.75
2024-07-10 18:00:00,3202.0,10435.75,58195.75
2024-07-10 19:00:00,2776.25,5022.5,58014.0
2024-07-10 20:00:00,2425.5,1627.0,56167.25
2024-07-10 21:00:00,2107.5,151.0,53694.0
2024-07-10 22:00:00,1738.75,5.75,50960.5
2024-07-10 23:00:00,1731.0,3.5,47542.0
2024-07-11 00:00:00,1825.0,2.75,44844.75
2024-07-11 01:00:00,1876.75,2.75,43045.5
2024-07-11 02:00:00,1688.5,2.5,42224.25
2024-07-11 03:00:00,1817.75,2.0,42122.5
2024-07-11 04:00:00,2095.0,3.75,42746.0
2024-07-11 05:00:00,2555.5,194.75,45158.25
2024-07-11 06:00:00,2904.75,1827.5,51372.75
2024-07-11 07:00:00,2521.25,5556.25,56555.5
2024-07-11 08:00:00,2271.25,11585.25,59748.25
2024-07-11 09:00:00,2488.0,19531.75,60787.25
2024-07-11 10:00:00,3553.0,26791.75,60472.5
2024-07-11 11:00:00,4716.25,31897.0,60997.75
2024-07-11 12:00:00,5456.75,34848.5,60243.5
2024-07-11 13:00:00,5369.5,36477.0,59225.75
2024-07-11 14:00:00,5103.0,35837.5,58375.75
2024-07-11 15:00:00,4437.0,34035.0,57692.75
2024-07-11 16:00:00,3556.0,29695.0,56827.0
2024-07-11 17:00:00,3111.75,22398.25,56735.25
2024-07-11 18:00:00,2293.5,13976.25,56476.0
2024-07-11 19:00:00,1572.0,6527.0,56141.25
2024-07-11 20:00:00,1396.75,1980.75,54468.75
2024-07-11 21:00:00,1419.0,146.5,52289.25
2024-07-11 22:00:00,1385.0,10.25,50347.25
2024-07-11 23:00:00,1633.25,2.5,46941.0
2024-07-12 00:00:00,1870.25,2.5,44482.75
2024-07-12 01:00:00,2236.25,2.75,42617.75
2024-07-12 02:00:00,2791.75,2.0,41528.5
2024-07-12 03:00:00,3560.25,2.0,41300.75
2024-07-12 04:00:00,4422.75,3.25,42286.75
2024-07-12 05:00:00,5369.0,261.5,44389.0
2024-07-12 06:00:00,6235.25,2252.5,50517.0
2024-07-12 07:00:00,5931.75,6739.0,55381.5
2024-07-12 08:00:00,5294.75,12123.25,58353.5
2024-07-12 09:00:00,5450.25,16605.5,59619.75
2024-07-12 10:00:00,7083.5,19347.25,59075.0
2024-07-12 11:00:00,9153.0,21089.25,59031.0
2024-07-12 12:00:00,11414.75,22203.0,58625.0
2024-07-12 13:00:00,12497.25,22623.25,57938.5
2024-07-12 14:00:00,13776.5,21377.75,56643.25
2024-07-12 15:00:00,15733.75,20657.75,56488.0
2024-07-12 16:00:00,17282.75,17465.5,56385.5
2024-07-12 17:00:00,18127.0,13153.5,57520.25
2024-07-12 18:00:00,18724.5,8075.5,58176.75
2024-07-12 19:00:00,19037.0,3685.75,57032.5
2024-07-12 20:00:00,18625.75,1031.0,54870.5
2024-07-12 21:00:00,16953.25,78.5,52022.0
2024-07-12 22:00:00,16104.0,10.0,49080.5
2024-07-12 23:00:00,15602.75,6.0,45962.5
2024-07-13 00:00:00,14445.25,4.5,43488.25
2024-07-13 01:00:00,13169.75,3.0,40833.75
2024-07-13 02:00:00,12165.75,3.75,39609.5
2024-07-13 03:00:00,12301.25,2.0,39192.0
2024-07-13 04:00:00,12564.75,3.75,38577.25
2024-07-13 05:00:00,12601.75,124.25,39123.0
2024-07-13 06:00:00,12853.75,1655.0,40374.25
2024-07-13 07:00:00,12973.75,5634.0,42800.25
2024-07-13 08:00:00,13346.25,11555.25,46350.5
2024-07-13 09:00:00,14323.75,17375.0,48354.0
2024-07-13 10:00:00,15146.0,22311.25,49657.5
2024-07-13 11:00:00,15104.75,26052.25,50281.5
2024-07-13 12:00:00,13935.75,28998.25,49805.25
2024-07-13 13:00:00,13370.75,29942.5,48270.25
2024-07-13 14:00:00,13516.75,29541.0,46899.75
2024-07-13 15:00:00,13231.0,27647.25,46324.25
2024-07-13 16:00:00,12900.0,23971.75,45946.25
2024-07-13 17:00:00,11721.0,18666.5,46691.25
2024-07-13 18:00:00,10006.25,11826.75,46782.25
2024-07-13 19:00:00,8087.25,5722.0,46321.0
2024-07-13 20:00:00,6475.5,1853.0,44557.25
2024-07-13 21:00:00,5372.0,117.5,43600.5
2024-07-13 22:00:00,4919.5,13.5,42899.0
2024-07-13 23:00:00,5224.25,6.25,40392.5
2024-07-14 00:00:00,5302.75,9.75,38033.75
2024-07-14 01:00:00,6003.5,4.0,36233.5
2024-07-14 02:00:00,6096.5,2.0,35799.75
2024-07-14 03:00:00,5465.75,4.25,35200.75
2024-07-14 04:00:00,5157.25,4.5,35069.0
2024-07-14 05:00:00,5843.75,269.25,34912.25
2024-07-14 06:00:00,6038.75,2767.75,35792.75
2024-07-14 07:00:00,5326.0,9323.5,37646.0
2024-07-14 08:00:00,4531.5,18955.0,40636.25
2024-07-14 09:00:00,4851.25,28257.75,42353.5
2024-07-14 10:00:00,5215.0,33922.75,43443.5
2024-07-14 11:00:00,5576.0,37002.0,44700.25
2024-07-14 12:00:00,6136.0,37940.5,44989.5
2024-07-14 13:00:00,5316.25,37652.5,43502.0
2024-07-14 14:00:00,5287.75,35444.5,42543.5
2024-07-14 15:00:00,7537.5,31876.5,42275.25
2024-07-14 16:00:00,8596.75,25972.25,42548.75
2024-07-14 17:00:00,7982.0,18334.75,44096.25
2024-07-14 18:00:00,8249.5,11063.25,45751.5
2024-07-14 19:00:00,6847.75,5293.25,46277.25
2024-07-14 20:00:00,4655.5,1586.0,45601.5
2024-07-14 21:00:00,3741.5,96.5,44848.75
2024-07-14 22:00:00,4033.0,6.75,44605.0
2024-07-14 23:00:00,4670.5,3.75,42370.25
2024-07-15 00:00:00,5127.5,6.5,40202.5
2024-07-15 01:00:00,5855.5,3.5,38403.75
2024-07-15 02:00:00,5955.75,3.0,37449.25
2024-07-15 03:00:00,5938.5,3.75,37337.0
2024-07-15 04:00:00,5931.75,7.5,38485.5
2024-07-15 05:00:00,5974.25,284.75,41392.25
2024-07-15 06:00:00,5723.5,2844.0,48658.0
2024-07-15 07:00:00,4882.5,9625.25,53888.25
2024-07-15 08:00:00,3451.25,19470.5,57322.25
2024-07-15 09:00:00,3512.75,29589.25,57890.75
2024-07-15 10:00:00,4090.25,37088.25,57713.25
2024-07-15 11:00:00,4373.5,42312.0,58323.0
2024-07-15 12:00:00,4513.75,44973.25,57717.25
2024-07-15 13:00:00,3975.75,44466.5,56881.5
2024-07-15 14:00:00,3163.25,42838.5,55715.0
2024-07-15 15:00:00,2307.25,39003.5,54745.75
2024-07-15 16:00:00,1658.0,32255.0,54402.5
2024-07-15 17:00:00,1353.5,23999.25,54922.25
2024-07-15 18:00:00,1207.0,13893.25,56188.75
2024-07-15 19:00:00,1678.75,5436.5,56222.0
2024-07-15 20:00:00,3114.75,1424.5,54033.75
2024-07-15 21:00:00,5786.0,82.5,51695.5
2024-07-15 22:00:00,8665.75,3.5,49605.0
2024-07-15 23:00:00,13243.75,3.75,47442.75
2024-07-16 00:00:00,16013.5,4.0,44066.0
2024-07-16 01:00:00,16424.5,2.25,42364.75
2024-07-16 02:00:00,15964.5,3.25,41495.0
2024-07-16 03:00:00,15583.75,2.5,42024.75
2024-07-16 04:00:00,14316.75,4.0,42739.25
2024-07-16 05:00:00,13980.75,118.25,45792.0
2024-07-16 06:00:00,13247.0,1437.0,52678.5
2024-07-16 07:00:00,11761.25,4771.25,56698.25
2024-07-16 08:00:00,11424.5,9946.25,60302.0
2024-07-16 09:00:00,11961.5,16446.25,60180.0
2024-07-16 10:00:00,12339.25,22832.75,61013.5
2024-07-16 11:00:00,13325.75,27854.5,61090.5
2024-07-16 12:00:00,14370.75,30715.0,60432.75
2024-07-16 13:00:00,14929.75,32599.25,59049.5
2024-07-16 14:00:00,15489.75,32616.75,57428.25
2024-07-16 15:00:00,16024.0,29634.75,57386.5
2024-07-16 16:00:00,16038.25,25495.5,56808.0
2024-07-16 17:00:00,16388.5,19762.25,56286.0
2024-07-16 18:00:00,15352.25,12609.75,56146.5
2024-07-16 19:00:00,13090.75,6045.75,55765.0
2024-07-16 20:00:00,11409.75,1692.25,53338.25
2024-07-16 21:00:00,11494.0,99.5,51053.0
2024-07-16 22:00:00,12266.25,10.5,48566.25
2024-07-16 23:00:00,13066.75,4.5,45635.0
2024-07-17 00:00:00,13422.75,4.5,43471.5
2024-07-17 01:00:00,13765.75,3.0,41640.5
2024-07-17 02:00:00,14499.5,2.25,40738.5
2024-07-17 03:00:00,14816.5,2.0,41341.75
2024-07-17 04:00:00,14650.0,4.25,43064.75
2024-07-17 05:00:00,14533.25,188.5,45701.25
2024-07-17 06:00:00,13661.0,1993.0,52044.75
2024-07-17 07:00:00,11991.75,6480.0,56568.25
2024-07-17 08:00:00,11797.25,12736.5,59381.25
2024-07-17 09:00:00,12874.0,19484.25,60399.5
2024-07-17 10:00:00,13719.75,24906.5,60767.75
2024-07-17 11:00:00,13620.25,27590.75,60703.25
2024-07-17 12:00:00,13105.0,28953.25,60011.5
2024-07-17 13:00:00,12769.25,28510.25,59395.5
2024-07-17 14:00:00,12750.25,27664.5,57884.0
2024-07-17 15:00:00,12470.5,26420.75,57694.5
2024-07-17 16:00:00,11934.0,23723.75,56837.75
2024-07-17 17:00:00,10654.0,18739.5,57073.25
2024-07-17 18:00:00,9773.5,12456.25,57368.5
2024-07-17 19:00:00,8171.25,5983.25,56683.5
2024-07-17 20:00:00,6202.5,1682.75,54999.75
2024-07-17 21:00:00,4866.5,79.5,52916.0
2024-07-17 22:00:00,3974.5,9.75,50753.0
2024-07-17 23:00:00,3363.75,7.25,47133.75
2024-07-18 00:00:00,3176.5,8.0,44564.5
2024-07-18 01:00:00,2937.75,5.5,42475.75
2024-07-18 02:00:00,3000.0,3.25,41278.0
2024-07-18 03:00:00,2872.5,2.25,41181.25
2024-07-18 04:00:00,2714.75,5.25,42432.5
2024-07-18 05:00:00,2800.0,228.25,45104.5
2024-07-18 06:00:00,2503.5,2657.0,50426.25
2024-07-18 07:00:00,1944.0,8951.5,55408.5
2024-07-18 08:00:00,1261.0,18135.25,58986.75
2024-07-18 09:00:00,724.25,27698.75,59796.5
2024-07-18 10:00:00,561.75,35330.25,60240.0
2024-07-18 11:00:00,602.75,39830.25,60212.25
2024-07-18 12:00:00,617.75,41953.25,59398.25
2024-07-18 13:00:00,624.25,42159.75,58577.5
2024-07-18 14:00:00,641.5,40633.75,57821.25
2024-07-18 15:00:00,608.75,36880.0,56930.75
2024-07-18 16:00:00,625.0,31284.25,55986.25
2024-07-18 17:00:00,624.0,24081.0,56324.25
2024-07-18 18:00:00,534.25,15248.25,56724.75
2024-07-18 19:00:00,491.25,7007.25,56449.25
2024-07-18 20:00:00,757.75,1861.75,54427.25
2024-07-18 21:00:00,1345.75,103.5,52421.0
2024-07-18 22:00:00,1945.75,7.75,50475.75
